id,label
10454,0.000000
10455,0.000015
10456,0.987975
10457,0.000000
10458,0.999960
10459,0.000034
1046,0.002750
10460,0.000117
10461,0.000007
10462,0.999839
10463,0.000081
10464,0.999706
10465,0.999592
10466,0.999497
10467,0.000237
10468,0.000000
10469,0.000000
1047,0.000010
10470,0.000000
10471,0.000027
10472,0.000001
10473,0.999052
10474,0.998878
10475,0.000005
10476,0.999869
10477,0.000000
10478,0.999942
10479,0.999700
1048,0.999962
10480,0.000004
10481,0.000001
10482,0.000001
10483,0.000005
10484,0.996257
10485,0.533334
10486,0.000018
10487,0.999954
10488,0.999244
10489,0.000001
1049,0.000005
10490,0.999728
10491,0.000003
10492,0.999550
10493,0.000000
10494,0.999932
10495,0.000049
10496,0.999888
10497,0.996193
10498,0.000000
10499,0.999973
105,0.981590
1050,0.000298
10500,0.999868
10501,0.999900
10502,0.999885
10503,0.000204
10504,0.999525
10505,0.999866
10506,0.000018
10507,0.020440
10508,0.000008
10509,0.999302
1051,0.000002
10510,0.000001
10511,0.000001
10512,0.000038
10513,0.000000
10514,0.986742
10515,0.000004
10516,0.999541
10517,0.999664
10518,0.999937
10519,0.000133
1052,0.999839
10520,0.999855
10521,0.000199
10522,0.920445
10523,0.999447
10524,0.999505
10525,0.998233
10526,0.998696
10527,0.000011
10528,0.000000
10529,0.000010
1053,0.999861
10530,0.000005
10531,0.999925
10532,0.000006
10533,0.000002
10534,0.999151
10535,0.000663
10536,0.000004
10537,0.999746
10538,0.000258
10539,0.000012
1054,0.998949
10540,0.999011
10541,0.999795
10542,0.577986
10543,0.000014
10544,0.000064
10545,0.000042
10546,0.000024
10547,0.817740
10548,0.999809
10549,0.000014
1055,0.991459
10550,0.999459
10551,0.998939
10552,0.000074
10553,0.000001
10554,0.999098
10555,0.000009
10556,0.999824
10557,0.000001
10558,0.999787
10559,0.999746
1056,0.997545
10560,0.000009
10561,0.999755
10562,0.999805
10563,0.999506
10564,0.999893
10565,0.998802
10566,0.999492
10567,0.999551
10568,0.999518
10569,0.999333
1057,0.999427
10570,0.895462
10571,0.999826
10572,0.000046
10573,0.000002
10574,0.998002
10575,0.000041
10576,0.000000
10577,0.000004
10578,0.999844
10579,0.977237
1058,0.999291
10580,0.999146
10581,0.998187
10582,0.000072
10583,0.995064
10584,0.946578
10585,0.000000
10586,0.000018
10587,0.999876
10588,0.999990
10589,0.000000
1059,0.999236
10590,0.000007
10591,0.998038
10592,0.000001
10593,0.999724
10594,0.999717
10595,0.999837
10596,0.000007
10597,0.000006
10598,0.999586
10599,0.999978
106,0.999548
1060,0.000001
10600,0.999988
10601,0.006496
10602,0.273031
10603,0.000000
10604,0.000001
10605,0.004808
10606,0.999537
10607,0.000159
10608,0.999823
10609,0.999986
1061,0.000018
10610,0.999792
10611,0.000003
10612,0.998302
10613,0.000017
10614,0.000052
10615,0.000014
10616,0.999662
10617,0.000251
10618,0.000035
10619,0.000277
1062,0.000001
10620,0.991885
10621,0.000001
10622,0.156850
10623,0.000002
10624,0.000196
10625,0.999226
10626,0.000014
10627,0.000003
10628,0.000002
10629,0.999904
1063,0.000003
10630,0.000009
10631,0.000004
10632,0.999695
10633,0.999867
10634,0.000003
10635,0.000000
10636,0.999869
10637,0.000635
10638,0.000001
10639,0.999434
1064,0.000006
10640,0.999778
10641,0.999483
10642,0.999721
10643,0.000075
10644,0.998867
10645,0.999846
10646,0.662915
10647,0.000130
10648,0.999681
10649,0.000033
1065,0.000001
10650,0.000109
10651,0.998732
10652,0.000298
10653,0.000038
10654,0.000404
10655,0.000006
10656,0.999812
10657,0.000014
10658,0.999009
10659,0.999283
1066,0.999430
10660,0.000012
10661,0.999788
10662,0.995596
10663,0.999533
10664,0.000098
10665,0.000002
10666,0.999933
10667,0.999876
10668,0.000022
10669,0.000001
1067,0.999906
10670,0.000007
10671,0.000000
10672,0.000140
10673,0.999217
10674,0.000002
10675,0.000277
10676,0.000001
10677,0.000057
10678,0.000002
10679,0.000004
1068,0.999901
10680,0.999830
10681,0.000007
10682,0.000053
10683,0.999947
10684,0.999184
10685,0.000001
10686,0.000038
10687,0.000095
10688,0.999679
10689,0.999599
1069,0.000148
10690,0.000001
10691,0.000001
10692,0.999739
10693,0.000117
10694,0.000007
10695,0.999804
10696,0.999452
10697,0.999977
10698,0.000037
10699,0.995339
107,0.000002
1070,0.999584
10700,0.000002
10701,0.996432
10702,0.999786
10703,0.000335
10704,0.001685
10705,0.722964
10706,0.987593
10707,0.999975
10708,0.000022
10709,0.999608
1071,0.000001
10710,0.871102
10711,0.000003
10712,0.999938
10713,0.000064
10714,0.896183
10715,0.999811
10716,0.000000
10717,0.999745
10718,0.000010
10719,0.998233
1072,0.826572
10720,0.999808
10721,0.000018
10722,0.000000
10723,0.999901
10724,0.999175
10725,0.999687
10726,0.000487
10727,0.000038
10728,0.000007
10729,0.000053
1073,0.000003
10730,0.999785
10731,0.999132
10732,0.000024
10733,0.974447
10734,0.000049
10735,0.000055
10736,0.997317
10737,0.000015
10738,0.295891
10739,0.999977
1074,0.999547
10740,0.000007
10741,0.000153
10742,0.933308
10743,0.999568
10744,0.999841
10745,0.000452
10746,0.000010
10747,0.000004
10748,0.000019
10749,0.000007
1075,0.999963
10750,0.998816
10751,0.000005
10752,0.924572
10753,0.215120
10754,0.000007
10755,0.999817
10756,0.999816
10757,0.000003
10758,0.999962
10759,0.000002
1076,0.000000
10760,0.000018
10761,0.149678
10762,0.000039
10763,0.000013
10764,0.000000
10765,0.999605
10766,0.999427
10767,0.999900
10768,0.999850
10769,0.999830
1077,0.939971
10770,0.999361
10771,0.999667
10772,0.840214
10773,0.998890
10774,0.000023
10775,0.000002
10776,0.001220
10777,0.999775
10778,0.000003
10779,0.001568
1078,0.000071
10780,0.000002
10781,0.000003
10782,0.998662
10783,0.000000
10784,0.000023
10785,0.999352
10786,0.000008
10787,0.999673
10788,0.999406
10789,0.000001
1079,0.999845
10790,0.964943
10791,0.000001
10792,0.000002
10793,0.000000
10794,0.986709
10795,0.999388
10796,0.000000
10797,0.000002
10798,0.919458
10799,0.000004
108,0.000051
1080,0.999794
10800,0.000085
10801,0.983635
10802,0.000009
10803,0.000005
10804,0.999790
10805,0.002782
10806,0.999302
10807,0.000022
10808,0.999848
10809,0.000001
1081,0.999957
10810,0.000074
10811,0.999096
10812,0.000004
10813,0.000005
10814,0.000001
10815,0.949384
10816,0.000009
10817,0.000000
10818,0.000008
10819,0.000001
1082,0.999739
10820,0.999967
10821,0.999506
10822,0.000001
10823,0.000024
10824,0.000008
10825,0.999892
10826,0.998519
10827,0.000018
10828,0.022095
10829,0.999484
1083,0.999436
10830,0.000000
10831,0.993894
10832,0.995629
10833,0.000007
10834,0.007616
10835,0.000003
10836,0.757779
10837,0.000891
10838,0.999827
10839,0.000007
1084,0.000002
10840,0.000012
10841,0.000013
10842,0.000526
10843,0.000163
10844,0.999957
10845,0.998969
10846,0.000017
10847,0.999262
10848,0.999883
10849,0.000012
1085,0.002378
10850,0.000000
10851,0.999924
10852,0.921200
10853,0.999895
10854,0.999965
10855,0.999292
10856,0.000015
10857,0.999846
10858,0.999987
10859,0.999640
1086,0.999563
10860,0.000011
10861,0.995995
10862,0.000072
10863,0.996071
10864,0.883175
10865,0.000055
10866,0.999684
10867,0.000001
10868,0.000030
10869,0.999842
1087,0.999577
10870,0.000021
10871,0.000016
10872,0.999942
10873,0.000013
10874,0.000027
10875,0.999738
10876,0.999422
10877,0.000030
10878,0.000177
10879,0.999858
1088,0.000000
10880,0.000001
10881,0.999905
10882,0.073822
10883,0.999479
10884,0.000018
10885,0.000006
10886,0.000015
10887,0.000084
10888,0.999908
10889,0.000007
1089,0.999661
10890,0.000005
10891,0.000256
10892,0.999818
10893,0.000000
10894,0.001443
10895,0.999791
10896,0.999938
10897,0.735016
10898,0.999304
10899,0.999605
109,0.572721
1090,0.000167
10900,0.999401
10901,0.000016
10902,0.999820
10903,0.999789
10904,0.999899
10905,0.999773
10906,0.000245
10907,0.999743
10908,0.000028
10909,0.999970
1091,0.989276
10910,0.000013
10911,0.999527
10912,0.999910
10913,0.000084
10914,0.999376
10915,0.000000
10916,0.999839
10917,0.000060
10918,0.000146
10919,0.998866
1092,0.019548
10920,0.998397
10921,0.000076
10922,0.000013
10923,0.000007
10924,0.999946
10925,0.999954
10926,0.999748
10927,0.000015
10928,0.000012
10929,0.963871
1093,0.997198
10930,0.999192
10931,0.000025
10932,0.999630
10933,0.000096
10934,0.000059
10935,0.999694
10936,0.998082
10937,0.999571
10938,0.000072
10939,0.000000
1094,0.999952
10940,0.990907
10941,0.000003
10942,0.000000
10943,0.000051
10944,0.000089
10945,0.000002
10946,0.999780
10947,0.000100
10948,0.935870
10949,0.000004
1095,0.999803
10950,0.000000
10951,0.999950
10952,0.986397
10953,0.000024
10954,0.999482
10955,0.000008
10956,0.000062
10957,0.998888
10958,0.000094
10959,0.999009
1096,0.965092
10960,0.000067
10961,0.999717
10962,0.995533
10963,0.999460
10964,0.000005
10965,0.000005
10966,0.999174
10967,0.000000
10968,0.999666
10969,0.000005
1097,0.000004
10970,0.000009
10971,0.000006
10972,0.000002
10973,0.999358
10974,0.999809
10975,0.000007
10976,0.998808
10977,0.000426
10978,0.000022
10979,0.999164
1098,0.000057
10980,0.000010
10981,0.953975
10982,0.446918
10983,0.999877
10984,0.999396
10985,0.999674
10986,0.000002
10987,0.000031
10988,0.003956
10989,0.000002
1099,0.000005
10990,0.999870
10991,0.000001
10992,0.000011
10993,0.999491
10994,0.999810
10995,0.000201
10996,0.999967
10997,0.000000
10998,0.999773
10999,0.000002
11,0.000233
110,0.999718
1100,0.999865
11000,0.000332
11001,0.999287
11002,0.999661
11003,0.000003
11004,0.000020
11005,0.999613
11006,0.999918
11007,0.999947
11008,0.000001
11009,0.000981
1101,0.997023
11010,0.997985
11011,0.924311
11012,0.997784
11013,0.998088
11014,0.443955
11015,0.999851
11016,0.998009
11017,0.000001
11018,0.000129
11019,0.993225
1102,0.000069
11020,0.999837
11021,0.993625
11022,0.000012
11023,0.999904
11024,0.999938
11025,0.000001
11026,0.000029
11027,0.999902
11028,0.000016
11029,0.022034
1103,0.000000
11030,0.999542
11031,0.000001
11032,0.000051
11033,0.992343
11034,0.999433
11035,0.999867
11036,0.999932
11037,0.999606
11038,0.000061
11039,0.000001
1104,0.008974
11040,0.000001
11041,0.999781
11042,0.000000
11043,0.999907
11044,0.999830
11045,0.001125
11046,0.999897
11047,0.999866
11048,0.999557
11049,0.003011
1105,0.991671
11050,0.999873
11051,0.997872
11052,0.000004
11053,0.988807
11054,0.999512
11055,0.006389
11056,0.000002
11057,0.999881
11058,0.000500
11059,0.000003
1106,0.997711
11060,0.000009
11061,0.000010
11062,0.999592
11063,0.999732
11064,0.000000
11065,0.999298
11066,0.999968
11067,0.000151
11068,0.000000
11069,0.999555
1107,0.000001
11070,0.999885
11071,0.999753
11072,0.000170
11073,0.000041
11074,0.000004
11075,0.000034
11076,0.000035
11077,0.000003
11078,0.000006
11079,0.999528
1108,0.999800
11080,0.999979
11081,0.999657
11082,0.000003
11083,0.999572
11084,0.998657
11085,0.999593
11086,0.000004
11087,0.000022
11088,0.000064
11089,0.999764
1109,0.000005
11090,0.996293
11091,0.000081
11092,0.999830
11093,0.999291
11094,0.000009
11095,0.999643
11096,0.740800
11097,0.999869
11098,0.000087
11099,0.017533
111,0.998849
1110,0.000002
11100,0.999878
11101,0.999860
11102,0.000101
11103,0.000035
11104,0.999856
11105,0.242801
11106,0.000020
11107,0.867447
11108,0.000027
11109,0.000132
1111,0.000067
11110,0.000000
11111,0.998309
11112,0.999311
11113,0.000203
11114,0.999952
11115,0.000030
11116,0.999308
11117,0.997908
11118,0.000078
11119,0.000002
1112,0.000002
11120,0.602170
11121,0.067638
11122,0.000003
11123,0.999588
11124,0.000218
11125,0.977341
11126,0.999971
11127,0.000003
11128,0.997680
11129,0.000000
1113,0.000034
11130,0.000012
11131,0.000003
11132,0.998708
11133,0.997743
11134,0.999508
11135,0.000171
11136,0.000005
11137,0.000002
11138,0.999657
11139,0.999091
1114,0.999735
11140,0.999754
11141,0.999847
11142,0.002250
11143,0.999677
11144,0.000003
11145,0.999875
11146,0.999974
11147,0.999483
11148,0.999829
11149,0.999947
1115,0.999888
11150,0.000009
11151,0.999912
11152,0.999534
11153,0.999650
11154,0.999322
11155,0.999101
11156,0.000002
11157,0.999988
11158,0.001115
11159,0.999296
1116,0.999654
11160,0.000000
11161,0.874630
11162,0.000008
11163,0.000003
11164,0.999899
11165,0.999673
11166,0.000028
11167,0.000053
11168,0.000027
11169,0.999908
1117,0.000143
11170,0.999928
11171,0.000015
11172,0.000089
11173,0.999139
11174,0.998257
11175,0.999462
11176,0.996535
11177,0.002435
11178,0.999962
11179,0.000006
1118,0.000002
11180,0.989750
11181,0.921558
11182,0.999849
11183,0.000030
11184,0.000004
11185,0.000002
11186,0.024084
11187,0.000009
11188,0.999873
11189,0.998503
1119,0.000001
11190,0.000011
11191,0.999796
11192,0.000413
11193,0.981449
11194,0.996805
11195,0.999838
11196,0.000000
11197,0.000010
11198,0.000819
11199,0.000035
112,0.999892
1120,0.000028
11200,0.000652
11201,0.999760
11202,0.983649
11203,0.000000
11204,0.998398
11205,0.999492
11206,0.000001
11207,0.000001
11208,0.998565
11209,0.000226
1121,0.999828
11210,0.999170
11211,0.278564
11212,0.963863
11213,0.999886
11214,0.000001
11215,0.000001
11216,0.000055
11217,0.078191
11218,0.997407
11219,0.000003
1122,0.999950
11220,0.000056
11221,0.002623
11222,0.999331
11223,0.000014
11224,0.997721
11225,0.000145
11226,0.000000
11227,0.999421
11228,0.026694
11229,0.999909
1123,0.000007
11230,0.986804
11231,0.353628
11232,0.998247
11233,0.000001
11234,0.000022
11235,0.998796
11236,0.000002
11237,0.999183
11238,0.999952
11239,0.998763
1124,0.000430
11240,0.000093
11241,0.917824
11242,0.999981
11243,0.000002
11244,0.999903
11245,0.000015
11246,0.004778
11247,0.999914
11248,0.999895
11249,0.998984
1125,0.000068
11250,0.999651
11251,0.999578
11252,0.000758
11253,0.999991
11254,0.999916
11255,0.995969
11256,0.000005
11257,0.000109
11258,0.999093
11259,0.000016
1126,0.000094
11260,0.000012
11261,0.999891
11262,0.999924
11263,0.000001
11264,0.000015
11265,0.999235
11266,0.000356
11267,0.000029
11268,0.076214
11269,0.999980
1127,0.000007
11270,0.000221
11271,0.000000
11272,0.999651
11273,0.998370
11274,0.999812
11275,0.000011
11276,0.000037
11277,0.999942
11278,0.998009
11279,0.998633
1128,0.000003
11280,0.007870
11281,0.999830
11282,0.999859
11283,0.998632
11284,0.999835
11285,0.000002
11286,0.999559
11287,0.000007
11288,0.000003
11289,0.000017
1129,0.993149
11290,0.999756
11291,0.000001
11292,0.999901
11293,0.999933
11294,0.999335
11295,0.000004
11296,0.999856
11297,0.999512
11298,0.000167
11299,0.000007
113,0.999843
1130,0.965455
11300,0.999311
11301,0.000000
11302,0.999765
11303,0.998992
11304,0.998767
11305,0.999926
11306,0.998587
11307,0.996073
11308,0.999757
11309,0.999761
1131,0.998316
11310,0.999838
11311,0.999918
11312,0.999907
11313,0.000011
11314,0.999767
11315,0.000965
11316,0.999670
11317,0.000010
11318,0.000005
11319,0.999583
1132,0.000058
11320,0.999809
11321,0.999968
11322,0.999184
11323,0.000074
11324,0.000003
11325,0.000196
11326,0.999596
11327,0.997418
11328,0.000043
11329,0.999009
1133,0.000000
11330,0.000015
11331,0.999791
11332,0.999961
11333,0.932674
11334,0.999594
11335,0.999847
11336,0.000015
11337,0.975960
11338,0.000010
11339,0.977276
1134,0.001387
11340,0.997005
11341,0.999805
11342,0.000004
11343,0.999755
11344,0.999930
11345,0.000020
11346,0.999734
11347,0.999904
11348,0.996842
11349,0.863732
1135,0.000013
11350,0.000001
11351,0.000001
11352,0.999886
11353,0.000000
11354,0.000005
11355,0.000004
11356,0.999933
11357,0.999430
11358,0.999830
11359,0.000014
1136,0.999931
11360,0.998896
11361,0.000001
11362,0.000056
11363,0.999970
11364,0.000001
11365,0.000001
11366,0.999963
11367,0.000005
11368,0.001641
11369,0.000030
1137,0.000024
11370,0.999740
11371,0.999435
11372,0.000003
11373,0.000103
11374,0.000000
11375,0.000000
11376,0.000048
11377,0.000001
11378,0.999838
11379,0.999439
1138,0.000003
11380,0.900933
11381,0.000000
11382,0.994977
11383,0.999865
11384,0.000605
11385,0.998810
11386,0.999117
11387,0.999889
11388,0.000060
11389,0.000020
1139,0.004812
11390,0.000031
11391,0.999731
11392,0.000016
11393,0.000001
11394,0.999980
11395,0.999639
11396,0.000008
11397,0.000000
11398,0.999608
11399,0.999941
114,0.000012
1140,0.000006
11400,0.999784
11401,0.000013
11402,0.999884
11403,0.008372
11404,0.000006
11405,0.000001
11406,0.999736
11407,0.000001
11408,0.999329
11409,0.000005
1141,0.000001
11410,0.000116
11411,0.999620
11412,0.999722
11413,0.000002
11414,0.000001
11415,0.000078
11416,0.999896
11417,0.998992
11418,0.133723
11419,0.998925
1142,0.000210
11420,0.999977
11421,0.000041
11422,0.999973
11423,0.975470
11424,0.000000
11425,0.991735
11426,0.998803
11427,0.998350
11428,0.999815
11429,0.999576
1143,0.000000
11430,0.999922
11431,0.000006
11432,0.000017
11433,0.000280
11434,0.000001
11435,0.999962
11436,0.930678
11437,0.999936
11438,0.999379
11439,0.999877
1144,0.999480
11440,0.000010
11441,0.999777
11442,0.999829
11443,0.999969
11444,0.000023
11445,0.999407
11446,0.000009
11447,0.000030
11448,0.998795
11449,0.999746
1145,0.999505
11450,0.000132
11451,0.997227
11452,0.362354
11453,0.909075
11454,0.996751
11455,0.000013
11456,0.001819
11457,0.000004
11458,0.995540
11459,0.999935
1146,0.999889
11460,0.000001
11461,0.999296
11462,0.000365
11463,0.000000
11464,0.999398
11465,0.000000
11466,0.000001
11467,0.000009
11468,0.996472
11469,0.999812
1147,0.999828
11470,0.999811
11471,0.017288
11472,0.999910
11473,0.999914
11474,0.000011
11475,0.000019
11476,0.006241
11477,0.000031
11478,0.999446
11479,0.000008
1148,0.000014
11480,0.000030
11481,0.000005
11482,0.997914
11483,0.999932
11484,0.000000
11485,0.000016
11486,0.999627
11487,0.999626
11488,0.999990
11489,0.000002
1149,0.999682
11490,0.999008
11491,0.000001
11492,0.000302
11493,0.000002
11494,0.993208
11495,0.000006
11496,0.999750
11497,0.999628
11498,0.000009
11499,0.000030
115,0.000029
1150,0.000626
11500,0.000000
11501,0.000007
11502,0.934147
11503,0.999000
11504,0.000001
11505,0.000007
11506,0.999525
11507,0.068303
11508,0.000035
11509,0.000004
1151,0.999853
11510,0.999497
11511,0.000273
11512,0.999500
11513,0.999224
11514,0.893172
11515,0.999800
11516,0.999621
11517,0.000000
11518,0.000013
11519,0.997468
1152,0.000012
11520,0.998516
11521,0.998370
11522,0.997641
11523,0.000030
11524,0.000000
11525,0.000576
11526,0.999993
11527,0.999756
11528,0.000095
11529,0.000032
1153,0.000001
11530,0.999976
11531,0.000009
11532,0.188663
11533,0.999906
11534,0.000011
11535,0.999940
11536,0.999861
11537,0.166537
11538,0.000007
11539,0.999560
1154,0.999897
11540,0.000026
11541,0.999515
11542,0.998785
11543,0.000015
11544,0.000003
11545,0.000037
11546,0.000003
11547,0.000033
11548,0.998820
11549,0.000003
1155,0.999817
11550,0.999871
11551,0.000003
11552,0.999642
11553,0.999243
11554,0.937379
11555,0.999472
11556,0.000003
11557,0.000060
11558,0.017966
11559,0.000087
1156,0.000002
11560,0.000023
11561,0.998076
11562,0.999052
11563,0.000002
11564,0.000001
11565,0.000000
11566,0.000009
11567,0.999830
11568,0.001124
11569,0.990112
1157,0.999414
11570,0.000052
11571,0.998204
11572,0.000016
11573,0.000045
